path,emotion,filename,actor,gender,intensity
./data\angry\03-01-05-01-02-01-05.wav,angry,03-01-05-01-02-01-05.wav,5,male,normal
./data\angry\03-01-05-01-02-01-06.wav,angry,03-01-05-01-02-01-06.wav,6,female,normal
./data\angry\03-01-05-01-02-01-07.wav,angry,03-01-05-01-02-01-07.wav,7,male,normal
./data\angry\03-01-05-01-02-01-08.wav,angry,03-01-05-01-02-01-08.wav,8,female,normal
./data\angry\03-01-05-01-02-01-09.wav,angry,03-01-05-01-02-01-09.wav,9,male,normal
./data\angry\03-01-05-01-02-01-10.wav,angry,03-01-05-01-02-01-10.wav,10,female,normal
./data\angry\03-01-05-01-02-01-11.wav,angry,03-01-05-01-02-01-11.wav,11,male,normal
./data\angry\03-01-05-01-02-01-12.wav,angry,03-01-05-01-02-01-12.wav,12,female,normal
./data\angry\03-01-05-01-02-01-13.wav,angry,03-01-05-01-02-01-13.wav,13,male,normal
./data\angry\03-01-05-01-02-01-14.wav,angry,03-01-05-01-02-01-14.wav,14,female,normal
./data\angry\03-01-05-01-02-01-15.wav,angry,03-01-05-01-02-01-15.wav,15,male,normal
./data\angry\03-01-05-01-02-01-16.wav,angry,03-01-05-01-02-01-16.wav,16,female,normal
./data\angry\03-01-05-01-02-01-17.wav,angry,03-01-05-01-02-01-17.wav,17,male,normal
./data\angry\03-01-05-01-02-01-18.wav,angry,03-01-05-01-02-01-18.wav,18,female,normal
./data\angry\03-01-05-01-02-01-19.wav,angry,03-01-05-01-02-01-19.wav,19,male,normal
./data\angry\03-01-05-01-02-01-20.wav,angry,03-01-05-01-02-01-20.wav,20,female,normal
./data\angry\03-01-05-01-02-01-21.wav,angry,03-01-05-01-02-01-21.wav,21,male,normal
./data\angry\03-01-05-01-02-01-22.wav,angry,03-01-05-01-02-01-22.wav,22,female,normal
./data\angry\03-01-05-01-02-01-23.wav,angry,03-01-05-01-02-01-23.wav,23,male,normal
./data\angry\03-01-05-01-02-01-24.wav,angry,03-01-05-01-02-01-24.wav,24,female,normal
./data\angry\03-01-05-01-02-02-01.wav,angry,03-01-05-01-02-02-01.wav,1,male,normal
./data\angry\03-01-05-01-02-02-02.wav,angry,03-01-05-01-02-02-02.wav,2,female,normal
./data\angry\03-01-05-01-02-02-03.wav,angry,03-01-05-01-02-02-03.wav,3,male,normal
./data\angry\03-01-05-01-02-02-04.wav,angry,03-01-05-01-02-02-04.wav,4,female,normal
./data\angry\03-01-05-01-02-02-05.wav,angry,03-01-05-01-02-02-05.wav,5,male,normal
./data\angry\03-01-05-01-02-02-06.wav,angry,03-01-05-01-02-02-06.wav,6,female,normal
./data\angry\03-01-05-01-02-02-07.wav,angry,03-01-05-01-02-02-07.wav,7,male,normal
./data\angry\03-01-05-01-02-02-08.wav,angry,03-01-05-01-02-02-08.wav,8,female,normal
./data\angry\03-01-05-01-02-02-09.wav,angry,03-01-05-01-02-02-09.wav,9,male,normal
./data\angry\03-01-05-01-02-02-10.wav,angry,03-01-05-01-02-02-10.wav,10,female,normal
./data\angry\03-01-05-01-02-02-11.wav,angry,03-01-05-01-02-02-11.wav,11,male,normal
./data\angry\03-01-05-01-02-02-12.wav,angry,03-01-05-01-02-02-12.wav,12,female,normal
./data\angry\03-01-05-01-02-02-13.wav,angry,03-01-05-01-02-02-13.wav,13,male,normal
./data\angry\03-01-05-01-02-02-14.wav,angry,03-01-05-01-02-02-14.wav,14,female,normal
./data\angry\03-01-05-01-02-02-15.wav,angry,03-01-05-01-02-02-15.wav,15,male,normal
./data\angry\03-01-05-01-02-02-16.wav,angry,03-01-05-01-02-02-16.wav,16,female,normal
./data\angry\03-01-05-01-02-02-17.wav,angry,03-01-05-01-02-02-17.wav,17,male,normal
./data\angry\03-01-05-01-02-02-18.wav,angry,03-01-05-01-02-02-18.wav,18,female,normal
./data\angry\03-01-05-01-02-02-19.wav,angry,03-01-05-01-02-02-19.wav,19,male,normal
./data\angry\03-01-05-01-02-02-20.wav,angry,03-01-05-01-02-02-20.wav,20,female,normal
./data\angry\03-01-05-01-02-02-21.wav,angry,03-01-05-01-02-02-21.wav,21,male,normal
./data\angry\03-01-05-01-02-02-22.wav,angry,03-01-05-01-02-02-22.wav,22,female,normal
./data\angry\03-01-05-01-02-02-23.wav,angry,03-01-05-01-02-02-23.wav,23,male,normal
./data\angry\03-01-05-01-02-02-24.wav,angry,03-01-05-01-02-02-24.wav,24,female,normal
./data\angry\03-01-05-02-01-01-01.wav,angry,03-01-05-02-01-01-01.wav,1,male,strong
./data\angry\03-01-05-02-01-01-02.wav,angry,03-01-05-02-01-01-02.wav,2,female,strong
./data\angry\03-01-05-02-01-01-03.wav,angry,03-01-05-02-01-01-03.wav,3,male,strong
./data\angry\03-01-05-02-01-01-04.wav,angry,03-01-05-02-01-01-04.wav,4,female,strong
./data\angry\03-01-05-02-01-01-05.wav,angry,03-01-05-02-01-01-05.wav,5,male,strong
./data\angry\03-01-05-02-01-01-06.wav,angry,03-01-05-02-01-01-06.wav,6,female,strong
./data\angry\03-01-05-02-01-01-07.wav,angry,03-01-05-02-01-01-07.wav,7,male,strong
./data\angry\03-01-05-02-01-01-08.wav,angry,03-01-05-02-01-01-08.wav,8,female,strong
./data\angry\03-01-05-02-01-01-09.wav,angry,03-01-05-02-01-01-09.wav,9,male,strong
./data\angry\03-01-05-02-01-01-10.wav,angry,03-01-05-02-01-01-10.wav,10,female,strong
./data\angry\03-01-05-02-01-01-11.wav,angry,03-01-05-02-01-01-11.wav,11,male,strong
./data\angry\03-01-05-02-01-01-12.wav,angry,03-01-05-02-01-01-12.wav,12,female,strong
./data\angry\03-01-05-02-01-01-13.wav,angry,03-01-05-02-01-01-13.wav,13,male,strong
./data\angry\03-01-05-02-01-01-14.wav,angry,03-01-05-02-01-01-14.wav,14,female,strong
./data\angry\03-01-05-02-01-01-15.wav,angry,03-01-05-02-01-01-15.wav,15,male,strong
./data\angry\03-01-05-02-01-01-16.wav,angry,03-01-05-02-01-01-16.wav,16,female,strong
./data\angry\03-01-05-02-01-01-17.wav,angry,03-01-05-02-01-01-17.wav,17,male,strong
./data\angry\03-01-05-02-01-01-18.wav,angry,03-01-05-02-01-01-18.wav,18,female,strong
./data\angry\03-01-05-02-01-01-19.wav,angry,03-01-05-02-01-01-19.wav,19,male,strong
./data\angry\03-01-05-02-01-01-20.wav,angry,03-01-05-02-01-01-20.wav,20,female,strong
./data\angry\03-01-05-02-01-01-21.wav,angry,03-01-05-02-01-01-21.wav,21,male,strong
./data\angry\03-01-05-02-01-01-22.wav,angry,03-01-05-02-01-01-22.wav,22,female,strong
./data\angry\03-01-05-02-01-01-23.wav,angry,03-01-05-02-01-01-23.wav,23,male,strong
./data\angry\03-01-05-02-01-01-24.wav,angry,03-01-05-02-01-01-24.wav,24,female,strong
./data\angry\03-01-05-02-01-02-01.wav,angry,03-01-05-02-01-02-01.wav,1,male,strong
./data\angry\03-01-05-02-01-02-02.wav,angry,03-01-05-02-01-02-02.wav,2,female,strong
./data\angry\03-01-05-02-01-02-03.wav,angry,03-01-05-02-01-02-03.wav,3,male,strong
./data\angry\03-01-05-02-01-02-04.wav,angry,03-01-05-02-01-02-04.wav,4,female,strong
./data\angry\03-01-05-02-01-02-05.wav,angry,03-01-05-02-01-02-05.wav,5,male,strong
./data\angry\03-01-05-02-01-02-06.wav,angry,03-01-05-02-01-02-06.wav,6,female,strong
./data\angry\03-01-05-02-01-02-07.wav,angry,03-01-05-02-01-02-07.wav,7,male,strong
./data\angry\03-01-05-02-01-02-08.wav,angry,03-01-05-02-01-02-08.wav,8,female,strong
./data\angry\03-01-05-02-01-02-09.wav,angry,03-01-05-02-01-02-09.wav,9,male,strong
./data\angry\03-01-05-02-01-02-10.wav,angry,03-01-05-02-01-02-10.wav,10,female,strong
./data\angry\03-01-05-02-01-02-11.wav,angry,03-01-05-02-01-02-11.wav,11,male,strong
./data\angry\03-01-05-02-01-02-12.wav,angry,03-01-05-02-01-02-12.wav,12,female,strong
./data\angry\03-01-05-02-01-02-13.wav,angry,03-01-05-02-01-02-13.wav,13,male,strong
./data\angry\03-01-05-02-01-02-14.wav,angry,03-01-05-02-01-02-14.wav,14,female,strong
./data\angry\03-01-05-02-01-02-15.wav,angry,03-01-05-02-01-02-15.wav,15,male,strong
./data\angry\03-01-05-02-01-02-16.wav,angry,03-01-05-02-01-02-16.wav,16,female,strong
./data\angry\03-01-05-02-01-02-17.wav,angry,03-01-05-02-01-02-17.wav,17,male,strong
./data\angry\03-01-05-02-01-02-18.wav,angry,03-01-05-02-01-02-18.wav,18,female,strong
./data\angry\03-01-05-02-01-02-19.wav,angry,03-01-05-02-01-02-19.wav,19,male,strong
./data\angry\03-01-05-02-01-02-20.wav,angry,03-01-05-02-01-02-20.wav,20,female,strong
./data\angry\03-01-05-02-01-02-21.wav,angry,03-01-05-02-01-02-21.wav,21,male,strong
./data\angry\03-01-05-02-01-02-22.wav,angry,03-01-05-02-01-02-22.wav,22,female,strong
./data\angry\03-01-05-02-01-02-23.wav,angry,03-01-05-02-01-02-23.wav,23,male,strong
./data\angry\03-01-05-02-01-02-24.wav,angry,03-01-05-02-01-02-24.wav,24,female,strong
./data\angry\03-01-05-02-02-01-01.wav,angry,03-01-05-02-02-01-01.wav,1,male,strong
./data\angry\03-01-05-02-02-01-02.wav,angry,03-01-05-02-02-01-02.wav,2,female,strong
./data\angry\03-01-05-02-02-01-03.wav,angry,03-01-05-02-02-01-03.wav,3,male,strong
./data\angry\03-01-05-02-02-01-04.wav,angry,03-01-05-02-02-01-04.wav,4,female,strong
./data\angry\03-01-05-02-02-01-05.wav,angry,03-01-05-02-02-01-05.wav,5,male,strong
./data\angry\03-01-05-02-02-01-06.wav,angry,03-01-05-02-02-01-06.wav,6,female,strong
./data\angry\03-01-05-02-02-01-07.wav,angry,03-01-05-02-02-01-07.wav,7,male,strong
./data\angry\03-01-05-02-02-01-08.wav,angry,03-01-05-02-02-01-08.wav,8,female,strong
./data\angry\03-01-05-02-02-01-09.wav,angry,03-01-05-02-02-01-09.wav,9,male,strong
./data\angry\03-01-05-02-02-01-10.wav,angry,03-01-05-02-02-01-10.wav,10,female,strong
./data\angry\03-01-05-02-02-01-11.wav,angry,03-01-05-02-02-01-11.wav,11,male,strong
./data\angry\03-01-05-02-02-01-12.wav,angry,03-01-05-02-02-01-12.wav,12,female,strong
./data\angry\03-01-05-02-02-01-13.wav,angry,03-01-05-02-02-01-13.wav,13,male,strong
./data\angry\03-01-05-02-02-01-14.wav,angry,03-01-05-02-02-01-14.wav,14,female,strong
./data\angry\03-01-05-02-02-01-15.wav,angry,03-01-05-02-02-01-15.wav,15,male,strong
./data\angry\03-01-05-02-02-01-16.wav,angry,03-01-05-02-02-01-16.wav,16,female,strong
./data\angry\03-01-05-02-02-01-17.wav,angry,03-01-05-02-02-01-17.wav,17,male,strong
./data\angry\03-01-05-02-02-01-18.wav,angry,03-01-05-02-02-01-18.wav,18,female,strong
./data\angry\03-01-05-02-02-01-19.wav,angry,03-01-05-02-02-01-19.wav,19,male,strong
./data\angry\03-01-05-02-02-01-20.wav,angry,03-01-05-02-02-01-20.wav,20,female,strong
./data\angry\03-01-05-02-02-01-21.wav,angry,03-01-05-02-02-01-21.wav,21,male,strong
./data\angry\03-01-05-02-02-01-22.wav,angry,03-01-05-02-02-01-22.wav,22,female,strong
./data\angry\03-01-05-02-02-01-23.wav,angry,03-01-05-02-02-01-23.wav,23,male,strong
./data\angry\03-01-05-02-02-01-24.wav,angry,03-01-05-02-02-01-24.wav,24,female,strong
./data\angry\03-01-05-02-02-02-01.wav,angry,03-01-05-02-02-02-01.wav,1,male,strong
./data\angry\03-01-05-02-02-02-02.wav,angry,03-01-05-02-02-02-02.wav,2,female,strong
./data\angry\03-01-05-02-02-02-03.wav,angry,03-01-05-02-02-02-03.wav,3,male,strong
./data\angry\03-01-05-02-02-02-04.wav,angry,03-01-05-02-02-02-04.wav,4,female,strong
./data\angry\03-01-05-02-02-02-05.wav,angry,03-01-05-02-02-02-05.wav,5,male,strong
./data\angry\03-01-05-02-02-02-06.wav,angry,03-01-05-02-02-02-06.wav,6,female,strong
./data\angry\03-01-05-02-02-02-07.wav,angry,03-01-05-02-02-02-07.wav,7,male,strong
./data\angry\03-01-05-02-02-02-08.wav,angry,03-01-05-02-02-02-08.wav,8,female,strong
./data\angry\03-01-05-02-02-02-09.wav,angry,03-01-05-02-02-02-09.wav,9,male,strong
./data\angry\03-01-05-02-02-02-10.wav,angry,03-01-05-02-02-02-10.wav,10,female,strong
./data\angry\03-01-05-02-02-02-11.wav,angry,03-01-05-02-02-02-11.wav,11,male,strong
./data\angry\03-01-05-02-02-02-12.wav,angry,03-01-05-02-02-02-12.wav,12,female,strong
./data\angry\03-01-05-02-02-02-13.wav,angry,03-01-05-02-02-02-13.wav,13,male,strong
./data\angry\03-01-05-02-02-02-14.wav,angry,03-01-05-02-02-02-14.wav,14,female,strong
./data\angry\03-01-05-02-02-02-15.wav,angry,03-01-05-02-02-02-15.wav,15,male,strong
./data\angry\03-01-05-02-02-02-16.wav,angry,03-01-05-02-02-02-16.wav,16,female,strong
./data\angry\03-01-05-02-02-02-17.wav,angry,03-01-05-02-02-02-17.wav,17,male,strong
./data\angry\03-01-05-02-02-02-18.wav,angry,03-01-05-02-02-02-18.wav,18,female,strong
./data\angry\03-01-05-02-02-02-19.wav,angry,03-01-05-02-02-02-19.wav,19,male,strong
./data\angry\03-01-05-02-02-02-20.wav,angry,03-01-05-02-02-02-20.wav,20,female,strong
./data\angry\03-01-05-02-02-02-21.wav,angry,03-01-05-02-02-02-21.wav,21,male,strong
./data\angry\03-01-05-02-02-02-22.wav,angry,03-01-05-02-02-02-22.wav,22,female,strong
./data\angry\03-01-05-02-02-02-23.wav,angry,03-01-05-02-02-02-23.wav,23,male,strong
./data\angry\03-01-05-02-02-02-24.wav,angry,03-01-05-02-02-02-24.wav,24,female,strong
./data\disgusted\03-01-07-01-01-01-01.wav,disgusted,03-01-07-01-01-01-01.wav,1,male,normal
./data\disgusted\03-01-07-01-01-01-02.wav,disgusted,03-01-07-01-01-01-02.wav,2,female,normal
./data\disgusted\03-01-07-01-01-01-03.wav,disgusted,03-01-07-01-01-01-03.wav,3,male,normal
./data\disgusted\03-01-07-01-01-01-04.wav,disgusted,03-01-07-01-01-01-04.wav,4,female,normal
./data\disgusted\03-01-07-01-01-01-05.wav,disgusted,03-01-07-01-01-01-05.wav,5,male,normal
./data\disgusted\03-01-07-01-01-01-06.wav,disgusted,03-01-07-01-01-01-06.wav,6,female,normal
./data\disgusted\03-01-07-01-01-01-07.wav,disgusted,03-01-07-01-01-01-07.wav,7,male,normal
./data\disgusted\03-01-07-01-01-01-08.wav,disgusted,03-01-07-01-01-01-08.wav,8,female,normal
./data\disgusted\03-01-07-01-01-01-09.wav,disgusted,03-01-07-01-01-01-09.wav,9,male,normal
./data\disgusted\03-01-07-01-01-01-10.wav,disgusted,03-01-07-01-01-01-10.wav,10,female,normal
./data\disgusted\03-01-07-01-01-01-11.wav,disgusted,03-01-07-01-01-01-11.wav,11,male,normal
./data\disgusted\03-01-07-01-01-01-12.wav,disgusted,03-01-07-01-01-01-12.wav,12,female,normal
./data\disgusted\03-01-07-01-01-01-13.wav,disgusted,03-01-07-01-01-01-13.wav,13,male,normal
./data\disgusted\03-01-07-01-01-01-14.wav,disgusted,03-01-07-01-01-01-14.wav,14,female,normal
./data\disgusted\03-01-07-01-01-01-15.wav,disgusted,03-01-07-01-01-01-15.wav,15,male,normal
./data\disgusted\03-01-07-01-01-01-16.wav,disgusted,03-01-07-01-01-01-16.wav,16,female,normal
./data\disgusted\03-01-07-01-01-01-17.wav,disgusted,03-01-07-01-01-01-17.wav,17,male,normal
./data\disgusted\03-01-07-01-01-01-18.wav,disgusted,03-01-07-01-01-01-18.wav,18,female,normal
./data\disgusted\03-01-07-01-01-01-19.wav,disgusted,03-01-07-01-01-01-19.wav,19,male,normal
./data\disgusted\03-01-07-01-01-01-20.wav,disgusted,03-01-07-01-01-01-20.wav,20,female,normal
./data\disgusted\03-01-07-01-01-01-21.wav,disgusted,03-01-07-01-01-01-21.wav,21,male,normal
./data\disgusted\03-01-07-01-01-01-22.wav,disgusted,03-01-07-01-01-01-22.wav,22,female,normal
./data\disgusted\03-01-07-01-01-01-23.wav,disgusted,03-01-07-01-01-01-23.wav,23,male,normal
./data\disgusted\03-01-07-01-01-01-24.wav,disgusted,03-01-07-01-01-01-24.wav,24,female,normal
./data\disgusted\03-01-07-01-01-02-01.wav,disgusted,03-01-07-01-01-02-01.wav,1,male,normal
./data\disgusted\03-01-07-01-01-02-02.wav,disgusted,03-01-07-01-01-02-02.wav,2,female,normal
./data\disgusted\03-01-07-01-01-02-03.wav,disgusted,03-01-07-01-01-02-03.wav,3,male,normal
./data\disgusted\03-01-07-01-01-02-04.wav,disgusted,03-01-07-01-01-02-04.wav,4,female,normal
./data\disgusted\03-01-07-01-01-02-05.wav,disgusted,03-01-07-01-01-02-05.wav,5,male,normal
./data\disgusted\03-01-07-01-01-02-06.wav,disgusted,03-01-07-01-01-02-06.wav,6,female,normal
./data\disgusted\03-01-07-01-01-02-07.wav,disgusted,03-01-07-01-01-02-07.wav,7,male,normal
./data\disgusted\03-01-07-01-01-02-08.wav,disgusted,03-01-07-01-01-02-08.wav,8,female,normal
./data\disgusted\03-01-07-01-01-02-09.wav,disgusted,03-01-07-01-01-02-09.wav,9,male,normal
./data\disgusted\03-01-07-01-01-02-10.wav,disgusted,03-01-07-01-01-02-10.wav,10,female,normal
./data\disgusted\03-01-07-01-01-02-11.wav,disgusted,03-01-07-01-01-02-11.wav,11,male,normal
./data\disgusted\03-01-07-01-01-02-12.wav,disgusted,03-01-07-01-01-02-12.wav,12,female,normal
./data\disgusted\03-01-07-01-01-02-13.wav,disgusted,03-01-07-01-01-02-13.wav,13,male,normal
./data\disgusted\03-01-07-01-01-02-14.wav,disgusted,03-01-07-01-01-02-14.wav,14,female,normal
./data\disgusted\03-01-07-01-01-02-15.wav,disgusted,03-01-07-01-01-02-15.wav,15,male,normal
./data\disgusted\03-01-07-01-01-02-16.wav,disgusted,03-01-07-01-01-02-16.wav,16,female,normal
./data\disgusted\03-01-07-01-01-02-17.wav,disgusted,03-01-07-01-01-02-17.wav,17,male,normal
./data\disgusted\03-01-07-01-01-02-18.wav,disgusted,03-01-07-01-01-02-18.wav,18,female,normal
./data\disgusted\03-01-07-01-01-02-19.wav,disgusted,03-01-07-01-01-02-19.wav,19,male,normal
./data\disgusted\03-01-07-01-01-02-20.wav,disgusted,03-01-07-01-01-02-20.wav,20,female,normal
./data\disgusted\03-01-07-01-01-02-21.wav,disgusted,03-01-07-01-01-02-21.wav,21,male,normal
./data\disgusted\03-01-07-01-01-02-22.wav,disgusted,03-01-07-01-01-02-22.wav,22,female,normal
./data\disgusted\03-01-07-01-01-02-23.wav,disgusted,03-01-07-01-01-02-23.wav,23,male,normal
./data\disgusted\03-01-07-01-01-02-24.wav,disgusted,03-01-07-01-01-02-24.wav,24,female,normal
./data\disgusted\03-01-07-01-02-01-01.wav,disgusted,03-01-07-01-02-01-01.wav,1,male,normal
./data\disgusted\03-01-07-01-02-01-02.wav,disgusted,03-01-07-01-02-01-02.wav,2,female,normal
./data\disgusted\03-01-07-01-02-01-03.wav,disgusted,03-01-07-01-02-01-03.wav,3,male,normal
./data\disgusted\03-01-07-01-02-01-04.wav,disgusted,03-01-07-01-02-01-04.wav,4,female,normal
./data\disgusted\03-01-07-01-02-01-05.wav,disgusted,03-01-07-01-02-01-05.wav,5,male,normal
./data\disgusted\03-01-07-01-02-01-06.wav,disgusted,03-01-07-01-02-01-06.wav,6,female,normal
./data\disgusted\03-01-07-01-02-01-07.wav,disgusted,03-01-07-01-02-01-07.wav,7,male,normal
./data\disgusted\03-01-07-01-02-01-08.wav,disgusted,03-01-07-01-02-01-08.wav,8,female,normal
./data\disgusted\03-01-07-01-02-01-09.wav,disgusted,03-01-07-01-02-01-09.wav,9,male,normal
./data\disgusted\03-01-07-01-02-01-10.wav,disgusted,03-01-07-01-02-01-10.wav,10,female,normal
./data\disgusted\03-01-07-01-02-01-11.wav,disgusted,03-01-07-01-02-01-11.wav,11,male,normal
./data\disgusted\03-01-07-01-02-01-12.wav,disgusted,03-01-07-01-02-01-12.wav,12,female,normal
./data\disgusted\03-01-07-01-02-01-13.wav,disgusted,03-01-07-01-02-01-13.wav,13,male,normal
./data\disgusted\03-01-07-01-02-01-14.wav,disgusted,03-01-07-01-02-01-14.wav,14,female,normal
./data\disgusted\03-01-07-01-02-01-15.wav,disgusted,03-01-07-01-02-01-15.wav,15,male,normal
./data\disgusted\03-01-07-01-02-01-16.wav,disgusted,03-01-07-01-02-01-16.wav,16,female,normal
./data\disgusted\03-01-07-01-02-01-17.wav,disgusted,03-01-07-01-02-01-17.wav,17,male,normal
./data\disgusted\03-01-07-01-02-01-18.wav,disgusted,03-01-07-01-02-01-18.wav,18,female,normal
./data\disgusted\03-01-07-01-02-01-19.wav,disgusted,03-01-07-01-02-01-19.wav,19,male,normal
./data\disgusted\03-01-07-01-02-01-20.wav,disgusted,03-01-07-01-02-01-20.wav,20,female,normal
./data\disgusted\03-01-07-01-02-01-21.wav,disgusted,03-01-07-01-02-01-21.wav,21,male,normal
./data\disgusted\03-01-07-01-02-01-22.wav,disgusted,03-01-07-01-02-01-22.wav,22,female,normal
./data\disgusted\03-01-07-01-02-01-23.wav,disgusted,03-01-07-01-02-01-23.wav,23,male,normal
./data\disgusted\03-01-07-01-02-01-24.wav,disgusted,03-01-07-01-02-01-24.wav,24,female,normal
./data\disgusted\03-01-07-01-02-02-01.wav,disgusted,03-01-07-01-02-02-01.wav,1,male,normal
./data\disgusted\03-01-07-01-02-02-02.wav,disgusted,03-01-07-01-02-02-02.wav,2,female,normal
./data\disgusted\03-01-07-01-02-02-03.wav,disgusted,03-01-07-01-02-02-03.wav,3,male,normal
./data\disgusted\03-01-07-01-02-02-04.wav,disgusted,03-01-07-01-02-02-04.wav,4,female,normal
./data\disgusted\03-01-07-01-02-02-05.wav,disgusted,03-01-07-01-02-02-05.wav,5,male,normal
./data\disgusted\03-01-07-01-02-02-06.wav,disgusted,03-01-07-01-02-02-06.wav,6,female,normal
./data\disgusted\03-01-07-01-02-02-07.wav,disgusted,03-01-07-01-02-02-07.wav,7,male,normal
./data\disgusted\03-01-07-01-02-02-08.wav,disgusted,03-01-07-01-02-02-08.wav,8,female,normal
